Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Congo, Dem. Rep.",COD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0371727398112935,0.0350106917650027,0.0356238387555068,0.0419088893806427,0.0388664526195872,0.0422504365918147,0.0421028090513797,0.0451232624374833,0.0449242144792916,0.0423191311503679,0.0429619235950426,0.0475516268605633,0.0411769262109865,0.0439415039531586,0.0473985501773001,0.0443348733039091,0.0356208635159088,0.0373745177008366,0.0462188660927098,0.0478324083410493,0.0482487769194453,0.0466742294309333,0.0610125487309351,0.0580434409082674,0.0568247825820182,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,50507442,52132646,53750524,55343867,56997741,58775724,60615908,62477752,64390664,66412044,68563038,70849311,73254618,75789395,78403242,81035531,83956415,87083398,90047644,92947442,95989998,99148932,102396968,105789731,109276265,..
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,1024.30159109181,854.598314408095,905.538135544704,1016.82363412143,1306.10136324599,1799.05158366154,2103.5821381211,2206.47101863414,2832.09177777643,2271.15219175966,2946.55798067708,3396.16505817952,3732.32737320389,3697.41705884249,3601.2365808718,2439.35189403696,2093.10728558843,2211.63309874797,2694.43413191427,2488.42466724916,1993.586671931,2516.16255145432,2620.83804267402,2477.97845544866,2482.2489948456,..
"Congo, Rep.",COG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.43173787700172,1.34418648284191,0.853385683474042,1.03507128920732,1.01524195118066,1.17157455930687,1.25545648118301,1.07141690721857,1.07747214852886,1.14836451954455,1.18584852172315,1.05242743383335,0.944931388370302,1.11984540566293,1.0605360257884,1.12810370252086,1.07043781028987,1.03367382350737,1.17123140519682,1.28891524697681,1.28685363330599,1.20634406636725,1.38493056623382,1.27244805620677,1.33536271579755,..
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,3151345,3272537,3350771,3445753,3565554,3696393,3837409,3980430,4113517,4281219,4462290,4609724,4740450,4857099,4975880,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,6332961,..
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,3812.75388284924,3985.12984506207,4067.71851429092,4173.14856415514,4431.0117207843,4703.00721784778,5256.59640859159,6137.71199925542,6937.24261596055,6832.69829924138,8265.78820275582,9276.39107511347,10126.9991024177,10803.2401962173,10911.497878334,11714.7105980732,12091.0301606154,12317.0902771304,12590.2493781614,12884.6859951989,12394.0493969492,12838.1185358931,13625.9008491328,16942.0268119375,18587.1532203482,..
Costa Rica,CRI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.30313360027163,1.379963366939,1.38535541703828,1.46632440832863,1.47144886356872,1.49160807652233,1.59797655356903,1.76101901079574,1.71851436108013,1.62647554075289,1.58829243966477,1.66999542065841,1.63797343615926,1.68258114091864,1.68785381694898,1.61015749564449,1.69149442839303,1.70887391193112,1.70246265595066,1.63874650393745,1.42529676301864,1.59152551349924,1.61315999460817,1.58608566210135,1.63283566378358,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,3937739,4008947,4075705,4138784,4200078,4261240,4321340,4380248,4440056,4499791,4555962,4609833,4663934,4716147,4767119,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,5129910,..
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,936.636541348798,924.727294962066,967.815864415991,1111.17135087887,1199.82524528546,1197.74616979415,1230.43056838584,1367.53817722326,1583.97066701372,1540.45393569596,1553.54887048143,1596.62826565998,1546.9460184731,1786.15862031324,1991.36539423404,1814.71855088017,1862.59597081287,1964.29930338343,2130.86619381144,2141.76836170115,2179.72934832935,2455.98127641148,2333.37128301259,2591.9659048119,2727.8935220697,..
Cote d'Ivoire,CIV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.393649269755518,0.384346412791568,0.396005933281089,0.304012299363856,0.305981117632049,0.318684175934195,0.305580401271205,0.296468595840396,0.321574734065806,0.291450017592556,0.325279209216089,0.307997563310417,0.384376785213736,0.409402344006993,0.426425227791211,0.44620325590139,0.43877495464017,0.461221278034062,0.449429152663727,0.467605284700189,0.459550187168112,0.580322307864011,0.605701555801839,0.575152377678325,0.589054440955677,..
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,17699004,18178913,18654771,19125542,19595000,20068458,20546802,21030558,21514439,21997940,22488065,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,31934230,..
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,4953.65158789022,5364.83824691607,6219.58164143945,8190.11135193887,9718.97322801967,10443.5278353294,11501.2099669894,13755.8321073292,15888.0606949392,14474.6519774194,13729.7654965022,14691.558296292,13507.7805260991,14134.9474982889,14186.7295493276,12283.7840620053,12820.1653893008,13901.7878144679,15460.3669595491,15563.5987295029,14807.5608543265,17788.7865816658,18465.5414420364,22184.2279304842,24050.4397933135,..
Croatia,HRV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.33677043315335,4.77793267439475,4.96469924275494,5.28621677887642,5.27995632579101,5.30160818255534,5.34348188039458,5.68549100892136,5.41153048758558,5.03419020013328,4.87506829937978,4.77830091047516,4.40975990806428,4.34143567122871,4.20723258150827,4.34144843408463,4.44976669563441,4.65112768894595,4.45402410514506,4.5506268056586,4.39207849561316,4.5132213846884,4.57371420212618,4.83573016043274,4.83151414825927,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4260368,4233922,4201598,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,3866200,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2751.3817714814,2842.96704310394,3005.21104247868,3202.78109865637,3399.21962893402,3786.33799225291,4329.98265964383,4807.43888960684,4986.12436479175,5089.23519757167,5272.26755824835,6104.46105236166,6470.83673392653,6828.36428245396,7146.70459051328,7727.91997207998,8110.55874283616,8610.60829605429,8911.46205998726,9232.26115935183,9605.27914559614,..,..,..,..,..
Cuba,CUB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.6101013141558,2.49667717503705,2.3766937945776,2.30143800064642,2.25263365447208,2.32679017565643,2.3753319353995,2.44623324395833,2.36176603793102,2.38540684367623,2.49451002437816,2.45522503021925,2.55579516374824,2.56876181773557,2.38402768086374,2.61116898217438,2.42368545978683,2.35681925818751,2.38546526365894,1.98985150737589,1.6536430395816,1.95602152386118,1.78698206661591,1.81740702369189,1.9129886264601,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11109109,11144132,11177418,11209383,11238756,11262554,11278550,11287272,11291762,11294719,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,10979783,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,15841.2612359949,16609.8454536485,16723.6925253468,16695.7351137757,16671.3403391655,17032.3356620744,17400.1637780186,18005.7165850772,19423.3352430175,19540.2476579348,19847.2310127979,19426.3264002202,19809.8223170482,19721.292182955,19623.0300713664,19361.8129630226,18944.0962772875,18938.2440965187,19119.1244887029,19220.6865793075,16299.8134349902,17795.5826616182,20057.1404747175,21217.8110321785,22832.8953958667,..
Curacao,CUW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Population, total",SP.POP.TOTL,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,155482,153948,153321,154654,155967,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,14388.3525390625,14821.44921875,16093.2158203125,20252.24609375,23792.619140625,24959.26171875,26729.28125,31244.87890625,35397.296875,32236.44921875,31105.02734375,32485.798828125,28991.935546875,27764.73046875,26993.103515625,23088.44140625,24280.056640625,26247.44921875,29120.375,29227.173828125,28130.341796875,32937.83984375,33231.04296875,36623.69140625,38674.29296875,..
Cyprus,CYP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.52680002574744,7.25889846462136,7.31170524942941,7.84731740013405,7.65231487166892,7.63016201306566,7.59803038263763,7.74568058214957,7.78551565223927,7.47035932974632,7.01719074742689,6.67871500305715,6.11139379970946,5.440262861149,5.67256975156453,5.62213100101517,5.83770911607033,5.87048294831676,5.67702050070156,5.60889302704421,5.22358661605671,5.25252617267475,5.425313774533,5.35563459868429,5.40469504859816,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,947667,964127,981440,999590,1017875,1036151,1054418,1072714,1091026,1109371,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,1358282,..
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,6062.92152842793,6669.07494847497,8101.26018588111,9852.45677945801,11782.5546676117,13442.4916284309,15259.0788162004,18452.6532812196,22774.7045076205,19817.4215836554,20160.4355077059,22049.1080788682,20014.0354015165,20260.4954999375,20038.4163180257,17931.5987670768,18753.9686718096,20913.197632212,23705.9329811299,24062.7190013343,23472.8915454417,27696.4619527544,28282.2236715857,31761.5944102491,31823.3078290564,..
Czechia,CZE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,12.902573099746,12.9423815445542,12.4942776816049,12.8180719674459,12.8990092380177,12.6378778002542,12.7739538554172,12.8496660008304,12.1449804099396,11.4624026803688,11.551447766509,11.253602294493,10.8487615339863,10.41753532722,10.1886522126064,10.2684424579836,10.3928969863904,10.4187499138699,10.2865042924091,9.72456561033821,8.86715826663618,9.4724309646164,9.15364691432385,7.88005974203708,7.12966532502255,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10905028,..
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,30722.0251837567,30768.4775471112,33257.1622586509,40519.0974905924,46625.050098011,48925.8076698784,52119.1787984282,58631.6566433635,64616.6657583663,58412.7472358513,58104.5445594981,61809.737898222,58443.7747103968,61377.5940590412,62520.4509747011,53094.0133607574,54500.9260410217,57521.5514992225,61324.7665045565,59404.2663247723,60985.4885601514,69340.7334922138,67781.0940939514,68043.5466971243,71026.4832271897,..
Denmark,DNK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.95378693898587,10.2155097528674,10.0932099016896,11.0731621530472,10.0130575815849,9.34585026622716,10.777426621291,9.86357439194586,9.21101037002735,8.7648139313193,8.75320381499808,7.80618220175594,6.9026384708987,7.18355983652162,6.41399137942491,5.99477468305967,6.2287600754887,5.81887534735593,5.78874820578994,5.17323991963432,4.76521606117498,5.04788249694838,4.8270407249692,4.4073670007762,4.2782054919933,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5976992,..
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,737.612183644052,742.133791107063,743.013270420348,764.634465224597,806.261652944964,844.4483573908,898.464628136774,969.573220191902,1119.15233346969,1150.9375857489,1213.23352553429,1306.34552844977,1400.19357858954,2075.94498424748,2214.62084142432,2376.12554719873,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853,3025.91126413549,3133.25779772463,3381.29779710722,3552.72335079222,..
Djibouti,DJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.981643691172968,0.978850349987618,0.984069363754974,1.01644829438526,0.958088616236788,0.898629235897026,0.845443369901048,0.857834168831644,0.903852659358779,0.798988949312527,0.872452703625151,0.661108756660109,0.82337985015728,0.888889791475431,0.881106034903168,0.800048612533605,0.718448267388038,0.641423683758974,0.686269570717672,0.765677513458601,0.674907798492202,0.731060389851309,0.762292717589368,0.763263436905869,0.765537056716653,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,747318,771313,795574,813519,826124,839167,855764,874528,892734,911527,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,1168722,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,4867.39896323759,5527.51527300496,5488.02784969357,5447.44011496284,5778.83306546506,5695.22442394675,6055.78109574854,6459.03503689609,6971.32633839289,7487.49010395154,7549.61964680375,7705.40717248319,7528.51001990155,7822.21797211398,8131.74876096735,8282.59874702141,8802.56172041363,8224.64896571414,9215.3085405645,9491.14995962374,7827.74842680426,8376.40414141113,9323.66089490562,9912.96212766668,10405.2787777582,..
Dominica,DMA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.791113835734408,0.798090440487348,0.719645442976875,0.817148443769973,0.871097903829626,0.856926702941776,0.908351015899776,1.09808706261711,1.06892845731548,1.0891031598513,1.12258383072656,0.861656988110582,0.785613009635695,0.859212508068565,0.950648686285933,1.02826303081949,1.11628307904491,1.01027797243635,1.04878692756769,1.26988803771361,1.14098826454353,1.13687092646052,1.21509592074941,1.22387610885581,1.27331772524734,..
Dominica,DMA,"Population, total",SP.POP.TOTL,68511,68288,68367,68531,68649,68734,68806,68847,68854,68864,68859,69053,69118,69715,70373,70410,69606,68496,68174,67880,67573,67202,66826,66510,66205,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2831.45883638033,2935.89367312668,3065.60329524196,2383.26171780393,2451.69161616569,3878.31206735244,4055.14270347371,4649.64558875814,5023.58513403515,4973.95186999952,5478.62470398954,5826.51014109195,6013.81965002603,6136.59429329301,6496.45166971142,6800.95309395474,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899,8527.0754858205,10104.2449349081,10630.431743829,10875.6618443092,..
Dominican Republic,DOM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.21497893219978,2.19583469940138,2.374394715007,2.09259494333353,1.91386125173149,2.03684886147845,2.20308284293328,2.19492921592553,2.16443315822516,2.04647320109352,2.13109236851685,2.12429168575798,2.17318836341436,2.10753894045547,2.10372169025182,2.28789566173054,2.35715917178999,2.23015375777069,2.37696846787898,2.61257459696093,2.44597258432274,2.66716087668998,2.85936787390744,2.89366632939923,2.99473457012728,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,8584190,8720283,8852235,8980620,9104892,9225034,9341183,9455658,9573130,9695265,9820175,9945621,10070411,10193833,10315528,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,11427557,..
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1382.23421759909,1791.30359685037,2059.1585535974,2315.62215223014,2586.20914663347,2909.02606014388,3243.67010359339,3478.92488770671,4194.75750661981,4053.36331139298,4520.30959039763,5153.6916424375,5634.08393191094,6109.29031510341,6405.79979300441,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6737.84748379638,6874.705739766,..
Ecuador,ECU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.73867458688905,1.88347840635006,1.84934747358749,1.86512333773995,1.96681520153907,2.08473639953538,2.19912763838417,2.20911448593679,2.24142348078606,2.38705043871039,2.53722052479008,2.50021091296638,2.48269447452299,2.60378102840693,2.71026279559796,2.66047592480738,2.548787986578,2.44983761168802,2.47598953802116,2.41784020907472,2.08585799722046,2.32777079470983,2.47809443692364,2.60232947756693,2.64474970000791,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,12689206,12910740,13138472,13372306,13608701,13846163,14086131,14328773,14575202,14825954,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,18135478,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1366.09274372613,1295.1374184163,1116.82884626213,1031.27556291284,991.255689145253,1105.53920713903,1298.97900203124,1547.74170735909,1896.21594269779,2161.63964573927,2455.08194645282,2590.64384891965,2996.0677072015,3025.52563552448,3133.39102265541,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78968456253,3338.47371395895,..
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.75027301728806,1.89148509278964,1.90141842765088,1.89914658738482,2.0184066565906,2.1995658648073,2.28386190572735,2.39637572755543,2.35283522329508,2.40386934022582,2.37407988100642,2.40787061503775,2.50058176167515,2.39951090462348,2.39012321445552,2.40381816615146,2.46076060182603,2.52378641552398,2.42443152195678,2.20383858928624,2.25205800434348,2.35795200966486,2.29974804261299,2.40830000255291,2.50251380967098,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,73083284,74652029,76239137,77853548,79477443,81101004,82700403,84276225,85864789,87501636,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,1982.87093542615,2058.04459070452,2115.41187355626,2207.83089518069,2285.68907438892,2447.39140845394,2665.61807194853,2830.65693770733,2983.24829577976,2910.18651752011,3040.07300952878,3330.60049486653,3497.91256915509,3582.26694005169,3666.01248913873,3790.34089108162,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5074.60210221806,5365.44491399171,5579.65969165029,..
El Salvador,SLV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.975676073120854,1.01143420139878,1.01123653687692,1.09683944534382,1.13733125428521,1.17101134978182,1.23104086937065,1.29431410969772,1.17600775015727,1.14057238430965,1.10817799335525,1.15322718229029,1.14454180790729,1.080823263161,1.10571957770258,1.17485133438427,1.18183137659657,1.06736376872868,1.14186822838715,1.30285851671355,1.06717705964691,1.20400614983067,1.34798885215862,1.46387486797945,1.50569728627702,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,5943366,5968060,5986631,5998599,6004671,6005578,6002319,6009824,6029297,6048279,6068249,6090127,6113975,6138839,6162955,6183676,6200800,6213533,6219807,6222318,6234673,6255782,6280319,6309624,6338193,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,1487.3165506701,1948.61145907844,2264.21065580365,2930.60183743733,4901.30127408119,8673.9026086535,10184.8841248541,12616.9532942011,18210.5552970599,13232.5019378102,13720.1658723222,17198.2136668275,17308.5723924575,16304.0713196418,15548.6624656619,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386,6745.40013244916,..
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.90257636016432,4.80185000453432,4.02553019774249,4.23488728118491,6.97831022194269,6.75102679320686,6.44857387793926,6.88812444259124,6.0917632522844,4.82339546682892,4.8069734291493,4.80007408391614,4.3371269664928,4.25139167653382,4.08471612226645,3.71883517902943,3.57336561935995,3.12788819223808,3.28825022178614,3.0669803260373,2.86058347723348,2.86038210447434,2.82155421683407,2.57914675064098,2.55052004844345,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,703279,749836,797957,847862,899917,947367,990343,1036044,1084530,1135673,1189085,1241835,1293483,1346218,1399828,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,1892516,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,314.357396753501,325.409161513593,304.775756465092,348.950327077742,426.840947887032,412.753079199423,447.997404727201,480.44762365456,490.066956003333,642.92572288007,539.699512069686,688.68165957684,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.298304740789068,0.318025465392835,0.30322050599713,0.28084492460212,0.276105306425318,0.227039153168759,0.200998556686845,0.1932399200648,0.164434030565343,0.166523251445262,0.175472788475838,0.205637180109289,0.208858250345408,0.193080836336668,0.192428662307406,0.185989838823833,0.191122470075508,0.186042997803099,0.205182976484296,0.207888786905969,0.204024524264334,0.212495854704056,0.219947692397037,0.220205798195592,0.220047329974547,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,2247031,2312079,2392978,2493903,2598284,2661215,2703502,2743222,2816327,2887885,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,3535603,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4070.60902410208,4502.66614992392,5343.18310760735,7205.40703313243,8916.0728274602,10414.6381183565,12641.4800976473,16745.4308011148,18205.9064113446,14712.4494217916,14663.7041018705,17555.5455239426,17568.2137969714,19310.3874900757,20581.7898991695,17722.1557669523,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27951.1659277744,28340.3826549406,30264.0064885057,31428.3547816104,..
Estonia,EST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,12.7571162181412,13.1461730476221,12.7007648530105,14.2657873234504,14.7118270889142,14.813456108948,14.4285385466398,17.1806098397828,15.6166002288552,13.0675938449549,16.6849546555512,16.8260839104471,16.0506269014195,17.9337282254815,17.3074333704818,15.9815175075091,15.6467217413113,16.6729670316324,17.8889647853178,11.6534202327534,9.12576098778358,9.71169075504984,11.1341597224282,8.37350742837627,7.75936884491537,..
Estonia,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,1372341,..
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1629.67038842815,1429.85630359447,1315.73634647994,2015.21743065251,2525.5640452625,2871.06877437449,2964.95865200682,3109.11097608864,2946.8606613746,3189.79679956637,3922.74039390733,4225.06049411911,4224.54789174487,3949.94310039907,3771.07228381938,3419.82276559528,3238.17611961364,3853.09956569679,3972.65450620357,3913.14577547336,3466.56936278145,3984.00229174306,3894.1620089869,3755.52111232464,3909.55892378182,..
Eswatini,SWZ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.05395164651138,1.05797553716995,1.02176525167518,0.941876816349489,0.926703312370301,0.918331600282478,0.921123975965387,0.946543749226418,0.922510065194961,0.949461296309199,0.769666711644852,0.733025416139978,0.72161820435409,0.851954442074709,0.865001201268328,0.858320652635208,0.910738255617408,0.916771355428058,0.908609504939992,0.962899428244033,0.805379931233331,0.81982905586225,0.883161035575023,0.876387437363166,0.880335237065324,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1041414,1051064,1059441,1066700,1073159,1079022,1084436,1090705,1098091,1105153,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506,1242822,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,316.410475118075,368.574712267445,330.619412798644,343.024942351887,452.101031885754,484.039833104062,549.986577082588,597.912113218663,641.651523286233,696.348429076216,739.702022272086,793.473247210264,829.790982547947,893.00983544905,982.103161506992,1055.81091592527,1133.88279681719,..
Ethiopia,ETH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0575065136518114,0.0688999021151379,0.068704745999111,0.0712516626956825,0.0753366257956424,0.0698363747100678,0.071814738123469,0.0764266442296692,0.0802467343345623,0.0785136417026359,0.0760019100821557,0.0854374939680603,0.0938018335872736,0.106072048801188,0.122678387639653,0.130068091316854,0.15021997848876,0.144744318001779,0.155059082147088,0.159693432847017,0.151498089800296,0.156331429015701,0.146229646781817,0.147767891652244,0.146636636122491,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,67411494,69487762,71635517,73832663,76077206,78367470,80703490,83103217,85543668,88007636,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692,132059767,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,23322.7593357515,24879.7729617864,26937.6505602847,31269.6031997217,35647.5440400531,36389.081644098,41743.6812847661,48348.7393711011,51287.8911081663,47059.1947296738,47923.1515374991,51618.9907766392,50261.9616267693,55758.2083680611,60172.0632541664,52637.1903526574,56875.2803813296,59387.353086482,62526.4908515743,63068.2872688483,62243.1905561324,69415.1853254579,67058.2022648126,72465.3769660215,74119.6607553879,..
Faroe Islands,FRO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0393408226603138,0.0385976198134448,0.0380268300411957,0.0395569620253165,0.0392691798941799,0.0392894807584938,0.0413778835212579,0.04134110546116,0.041197190351618,0.04099116640364,0.0411040549150174,0.0412005850483077,0.0414155846845168,0.0414542138208349,0.0412984224002643,0.0409006319147631,0.0404334465469837,0.0398565165404544,0.0411797003686564,0.0405468025949954,0.0399505374298488,0.0394025818072651,0.038952366820003,0.0385930091520565,0.0384045646568278,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,45754,46635,47335,48032,48384,48359,48335,48378,48547,48791,48657,48543,48291,48246,48428,48899,49464,50180,50996,51792,52565,53296,53912,54414,54681,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1995.72071163264,1944.997414609,2136.56794118683,2655.58079586044,3097.19096651759,3377.69126953493,3455.10599907349,3762.74692789299,3899.92231512129,3164.13275408169,3449.14452883369,4139.60288609702,4341.40338748749,4572.44377544245,5293.35676680464,5097.53106864695,5363.79026679243,5826.84814459328,6085.41979485376,5842.07344577597,4620.6457238014,4536.73312110335,5414.12092119088,5926.20586394763,6425.74151715712,..
